ID,createTimeISO,commentCount,diggCount,playCount,shareCount,text,webVideoUrl,Split,Video Name,Risky Behavior
"7,18E+18",2022-12-27T12:05:18.000Z,47,8439,197800,239,𝘾𝙞𝙜𝙖𝙧𝙚𝙩𝙩𝙚 𝘿𝙪𝙚𝙩 - 𝙋𝙧𝙞𝙣𝙘𝙚𝙨𝙨 𝘾𝙝𝙚𝙡𝙨𝙚𝙖🎶 #lyrics #fyp #melaniechill #demoxamxi,https://www.tiktok.com/@melanie_lyrics/video/7181798268534279451,Train,11-𝘾𝙞𝙜𝙖𝙧𝙚𝙩𝙩𝙚 𝘿𝙪𝙚𝙩 - 𝙋𝙧𝙞𝙣𝙘𝙚𝙨𝙨 𝘾𝙝𝙚𝙡𝙨𝙚𝙖🎶 #lyrics #fyp 7181798268534279451.mp4,TRUE
"7,24E+18",2023-06-15T00:59:46.000Z,8173,3100000,23500000,207300,,https://www.tiktok.com/@frankiejustchillin/video/7244711206101978414,Train,12-TikTok video #72447112061019784147244711206101978414.mp4,TRUE
"7,32E+18",2024-01-17T06:29:58.000Z,7085,2800000,51600000,10100,#tiktokfood #asmr @いくら　はんばーぐ&おむらいすのお店,https://www.tiktok.com/@bayashi.tiktok/video/7324950731235003666,Train,13-#tiktokfood #asmr @いくら　はんばーぐ&おむらいすのお店 7324950731235003666.mp4,TRUE
"7,41E+18",2024-09-15T06:08:20.000Z,10300,758100,9500000,89300,"Trying @Chipotle smoked brisket burrito, bowl, & quesadilla with a side of BEEP 🔥 #chipotle #smokedbrisket #burrito #quesadilla #cheeselover #picklequeen #foodie #mukbang #mukbangeatingshow #mukbangvideo #foodreview #honestreview #riymaeatz",https://www.tiktok.com/@itsriyma/video/7414747736542661931,Train,"14-Trying @Chipotle smoked brisket burrito, bowl, &7414747736542661931.mp4",TRUE
"7,34E+18",2024-02-15T16:42:41.000Z,1349,471600,2300000,6565,#relatable #trending #real #liveyourbestlife #lifeisgood #drunktok #drunkaf #drinkingtiktok #drinktok #drinking #alcohol #alcoholic #blackoutdrunk #howlifefeels #life #nightout,https://www.tiktok.com/@eybmk/video/7335870078757424417,Train,15-#relatable #trending #real #liveyourbestlife #li7335870078757424417.mp4,TRUE
"7,34E+18",2024-02-15T12:25:38.000Z,23100,375900,6200000,7385,Raspberry cake 🍋 #fyp #gym #diet #cake,https://www.tiktok.com/@pookieateacookie/video/7335803851557096722,Train,16-Raspberry cake 🍋 #fyp #gym #diet #cake7335803851557096722.mp4,TRUE
"7,15E+18",2022-09-26T09:11:03.000Z,29000,5700000,124700000,80000,Была проделана огромная работа. Эта версия под музыку. Есть еще с озвучкой. Будете смотреть? #jewelry #jeweller #gold #ювелир #ювелирныеукрашения #ювелирныеизделия #золото,https://www.tiktok.com/@rish_art/video/7147613480680525058,Train,17-Была проделана огромная работа. Эта версия под м7147613480680525058.mp4,FALSE
"7,38E+18",2024-06-03T12:52:27.000Z,2755,173200,4700000,22900,مطعم @Bait AlKataKit | بيت الكتاكيت  حملو التطبيق يوجد عروض استخدمو كود علمني شغلهم لذيذ 😍(Ad),https://www.tiktok.com/@a.7oop/video/7376259047328206088,Train,18-مطعم @Bait AlKataKit ｜ بيت الكتاكيت  حملو التطبي7376259047328206088.mp4,TRUE
"7,36E+18",2024-05-02T15:22:30.000Z,4519,1200000,42100000,33300,"Dana İncik - Veal Shank Video: @chefganicaglar 👨🏽‍🍳 Malzemeler: - Dana incik 3-4 kg - Yaş kekik otu - Kapya biber - Patlıcan - Yeşil biber - Soğan - Sarımsak - Tereyağı - Tane karabiber - Pul biber - Kimyon - Tuz Materials:  - Veal shank 3-4 kg  - Fresh thyme herb  - Capia pepper  - Aubergine  - Green pepper  - Onion - Garlic  - Butter  - Black peppercorns  - Chili pepper  - Cumin  - Salt Not: Dana inciği ateşte 2 saat ısıttığımız taşlar üzerine koyup közle kapatıyor en son üstünü kuru otlar ve daha sonra toprakla kapatıp üzerinde 2  saat yanacak bir ateş yakıyoruz bol köz yapıyoruz. Tam bir gün sonra aynı saatlerde yemeğimizi gopraktan çıkarıyoruz. Bu yemeğin lezzetli olabilmesi için toprak altında tam bir gün közde beklemesi gerekiyor.  Afiyet olsun.❤️ Note: We put the veal shank on stones that we heated over the fire for 2 hours and cover it with embers. Lastly, we cover it with dry herbs and then soil and light a fire that will burn for 2 hours and create plenty of embers. Exactly one day later, we take our food out of the gopra at the same time. In order for this dish to be delicious, it needs to sit underground in embers for a full day.  Bon appetit.❤️ #chef #food #yemek #steak #adventure #adventures #asmrvideo #asmr #survivor #nature #kesfet #foodvideo #cooking #relaxing #camping #camp #outdoors #outdoor #chefstalk #chefganicaglar #öneçıkar #tiktokfood #new #newvideo",https://www.tiktok.com/@chefganicaglar/video/7364423004509457669,Train,19-Dana İncik - Veal Shank Video： @chefganicaglar 👨7364423004509457669.mp4,FALSE
"6,99E+18",2021-07-22T00:51:38.000Z,21600,4800000,38300000,149500,Responder a @pauso_videosl._.l #sinlicor #mocktail #pecera #saborestiktok #latinodrinktok #drinks #coctel #coctelesencasa #foryou #parati,https://www.tiktok.com/@jotape_drinks/video/6987547119880129797,Train,20-Responder a @pauso_videosl._.l #sinlicor #mockta6987547119880129797.mp4,TRUE
"7,38E+18",2024-06-09T00:06:26.000Z,4185,609200,11700000,2553,Replying to @peterpop49 The instructions weren’t very CLEAR for this one;)😏 #thefoodguy #clearfoods #foodiefam #mukbang #unique,https://www.tiktok.com/@tommywinkler/video/7378288150612888874,Train,21-Replying to @peterpop49 The instructions weren’t7378288150612888874.mp4,TRUE
"7,41E+18",2024-09-04T22:27:49.000Z,151,237100,2500000,5680,a limited space and limited equipment glute/lower body focused workout today!! #workout #womensworkouts #glutesworkout #lowerbodyworkout #fittok #gymtok #fyp #foryou,https://www.tiktok.com/@hannahsykesburch/video/7410918208422595870,Train,22-a limited space and limited equipment glute⧸lowe7410918208422595870.mp4,FALSE
"7,41E+18",2024-08-31T12:28:39.000Z,1411,209200,989800,2154,Smoke coming out the 📻 #JAEHYUN #재현  #J #JAEHYUN_J  #Smoke #JAEHYUN_Smoke  #NCT #NCT127 #NewMusic,https://www.tiktok.com/@official_nct/video/7409279474820238593,Train,23-Smoke coming out the 📻 #JAEHYUN #재현  #J #JAEHYUN7409279474820238593.mp4,FALSE
"7,30E+18",2023-11-14T11:36:28.000Z,340,44500,1900000,5323,WIDER LAT EXERCISE  #bodybuilding #workout #fitness #gym #gymmotivation #fitnessmotivation #exercise #backworkout #backexercise #gymlover,https://www.tiktok.com/@fitness__tip/video/7301280271662353682,Train,24-WIDER LAT EXERCISE  #bodybuilding #workout #fitn7301280271662353682.mp4,FALSE
"7,22E+18",2023-04-09T20:11:55.000Z,571,101700,3800000,4847,mukbang with BongGil ! #asmr #asmrfood #asmrvideo #korea #ramadan #bonggil #mukbang,https://www.tiktok.com/@doodoomukbang/video/7220145357659868442,Train,25-mukbang with BongGil ! #asmr #asmrfood #asmrvide7220145357659868442.mp4,TRUE
"7,40E+18",2024-07-24T23:45:22.000Z,5348,86500,4400000,36500,Would you try this swimming pool hot pot?! 🌶️🏊🤷🏽‍♂️ With @xiaofeng202208  #fyp #foryou #china #hotpot #foodporn,https://www.tiktok.com/@foodporn/video/7395352632916970798,Train,26-Would you try this swimming pool hot pot？! 🌶️🏊🤷🏽7395352632916970798.mp4,TRUE
"7,39E+18",2024-07-22T09:54:19.000Z,298,128200,820100,41400,#howlifefeels #fyppppppppppppppppppppppp #fyp #foryou #trending #drinking #drinktok #drunktok #drunk #alcohol #friends,https://www.tiktok.com/@rezpect100/video/7394396301426707745,Train,27-#howlifefeels #fyppppppppppppppppppppppp #fyp #f7394396301426707745.mp4,TRUE
"7,38E+18",2024-06-10T10:31:25.000Z,502,110700,1700000,46500,치킨과 다이어트 그리고 몸무게 여름이어따 #와다다곰 #couple #cute #wadadabear #chiken  #다이어터 #diet #틱톡 #tickok  #love  #다이어트,https://www.tiktok.com/@wadadabear/video/7378820294393236743,Train,28-치킨과 다이어트 그리고 몸무게 여름이어따 #와다다곰 #couple #cute #wada7378820294393236743.mp4,FALSE
7420878504859929889,2024-10-01T18:38:43.000Z,13,369,3863,192,#trend #trending #pourtoi #prt #alcohol #alcoholic #drunktok #drinkingtiktok #drunkmeme #relatable #howlifefeels #blackoutdrunk #real #yoursign,https://www.tiktok.com/@videosensation/video/7420878504859929889,Train,29-#trend #trending #pourtoi #prt #alcohol #alcohol7420878504859929889.mp4,TRUE
"7,27E+18",2023-08-09T11:53:43.000Z,8083,2900000,75100000,27800,회오리 오이무침 Let's cook spicy twister cucumber with music🎵 #food #tiktokfood #eating #koreanfood #foodie,https://www.tiktok.com/@ohmygarlic/video/7265289448483523848,Train,30-회오리 오이무침 Let's cook spicy twister cucumber with 7265289448483523848.mp4,FALSE
"7,42E+18",2024-10-01T07:58:23.000Z,124,18600,100400,141,#shun #dai #theboyfriend,https://www.tiktok.com/@_shuntheboyfriend/video/7420713491448745234,Train,31-#shun #dai #theboyfriend 7420713491448745234.mp4,FALSE
"7,13E+18",2022-08-06T01:37:15.000Z,4728,2100000,12300000,12300,If You Are Having a Party And the Cops Ring the Doorbell! 👮🏻‍♂️🚔 #lawyer,https://www.tiktok.com/@attorneypish/video/7128571251450350894,Train,32-If You Are Having a Party And the Cops Ring the 7128571251450350894.mp4,FALSE
"7,38E+18",2024-06-17T19:25:43.000Z,738,235500,1700000,4635,Cigarette duet x cigarette duet #cigaretteduet #princesschelsea #music #song #lyric #lyricsvideo #fyp #viral #trending #edit #foryou #xyzcba #parati #loathingmusic,https://www.tiktok.com/@loathing.music/video/7381555591367445765,Train,33-Cigarette duet x cigarette duet #cigaretteduet #7381555591367445765.mp4,FALSE
7374953322375105797,2024-05-31T00:25:34.000Z,3623,110400,2000000,32100,Quien mas sin tolerancia al alcohol! #tanga #escribir #humor #parati #viral #alcohol,https://www.tiktok.com/@davii_cho/video/7374953322375105797,Train,34-Quien mas sin tolerancia al alcohol! #tanga #esc7374953322375105797.mp4,TRUE
"7,39E+18",2024-07-16T02:05:43.000Z,2410,1500000,8700000,53600,i wrote this song☝🏽☝🏽 #cry #cas #cigarettesafters #nostalgic #trend #viral #lyricsvideo #songs #foryou #lyrics #foryoupage,https://www.tiktok.com/@1csky/video/7392049046376025349,Train,35-i wrote this song☝🏽☝🏽 #cry #cas #cigarettesafter7392049046376025349.mp4,FALSE
7334744470673542432,2024-02-12T15:54:45.000Z,3557,2200000,24400000,11400,she's probably an alcoholic as she's downing two glasses 😭 will exaggerating sm on the phone and pretending that he doesn't know it was her lmao #upgraded #upgradedmovie #edit #camilamendes #archierenaux #fypシ゚viral #anasantos #trending #willlaroche #movie #romcom #primevideo #anaandwill #camilamendesedit #archierenauxedit #shipedit #funnyscene,https://www.tiktok.com/@meditorialsx/video/7334744470673542432,Train,1-＂she's probably an alcoholic＂ as she's downing t7334744470673542432.mp4,TRUE
"7,39E+18",2024-07-09T12:42:29.000Z,119,2468,108800,235,photo From smoke #photography  #photo  #music  #effect,https://www.tiktok.com/@tik_tokeffect/video/7389615548918697222,Train,2-photo From smoke #photography  #photo  #music  #7389615548918697222.mp4,FALSE
"6,93E+18",2021-03-02T06:29:28.000Z,22,1926,232700,87,Shisha smoke #ahmedcheema775 #tiktokpakistan #foryoupage #viral #viral #viral #foryoupage #souchseyzyaada,https://www.tiktok.com/@ahmedcheema775/video/6934940088556195073,Train,3-Shisha smoke #ahmedcheema775 #tiktokpakistan #fo6934940088556195073.mp4,TRUE
"7,36E+18",2024-04-18T09:02:12.000Z,6028,595400,6800000,31200,Daftar program kelas diet pemula klik link di biodata #diet #dietsehat #dietpemula #dietkenyang #dietmakannasi #kelasdietpemula #kelasdietuntukpemula #coachtikasuganda #dietenjoy #dietflexible #tipsdietpemulacoachtika #dietuntukpemula #tukarlemakjadiduit #bodytransformation #defisitkalori,https://www.tiktok.com/@tikasuganda/video/7359129797835918598,Train,4-Daftar program kelas diet pemula klik link di bi7359129797835918598.mp4,FALSE
"7,35E+18",2024-04-01T09:42:48.000Z,291,30800,1500000,5510,K🎀 #famous #alphabet #viral #repost #trend #trendingvideo,https://www.tiktok.com/@princesskeytiktokfinds/video/7352831771081264389,Train,5-K🎀 #famous #alphabet #viral #repost #trend #tren7352831771081264389.mp4,FALSE
"7,14E+18",2022-09-19T06:03:30.000Z,883,181400,5100000,2325,Tips diet turunin BB #fitnessindonesia #olahraga #defisitkalori #kalori #gymtok #fatlosstips #fatloss #tipsdiet #diet #weightlosstips #fyp  #dietsehat #weightloss #tipskurus #debm #resepdebm,https://www.tiktok.com/@rsyx/video/7144967593957395739,Train,6-Tips diet turunin BB #fitnessindonesia #olahraga7144967593957395739.mp4,FALSE
6909935318867152133,2020-12-24T21:18:22.000Z,1508,2500000,11000000,2072,When you’re the family alcoholic and don’t make a face after a tequila shot #FelizNavidad #fyp #shotroulette #merrychristmas,https://www.tiktok.com/@t.hally13/video/6909935318867152133,Train,7-When you’re the family alcoholic and don’t make 6909935318867152133.mp4,TRUE
"7,40E+18",2024-08-15T09:51:17.000Z,2726,879800,4200000,176300,#drinktok #drunktok #drinkingtok #real #relatable #drunktiktok #alcohol #alcoholic #goingout #nightout #thisisyoursign #sign #gettingdrunk #bro,https://www.tiktok.com/@eybmk/video/7403301569157958945,Train,8-#drinktok #drunktok #drinkingtok #real #relatabl7403301569157958945.mp4,TRUE
"7,42E+18",2024-10-01T14:08:41.000Z,267,15500,134900,344,i love this song and @Addison Rae ‼️🥹‼️🥹 covered Diet Pepsi on @BBC Radio 1 live lounge 💘💘💘💘,https://www.tiktok.com/@camilacabello/video/7420808891606338858,Train,9-i love this song and @Addison Rae ‼️🥹‼️🥹 covered7420808891606338858.mp4,FALSE
"7,28E+18",2023-09-20T00:28:13.000Z,356,46300,2700000,1455,MUKBANG ASMR 🍗 #mukbang #mukbangeatingshow #asmr #asmrsounds #food #foodtiktok #coreanacomendo,https://www.tiktok.com/@asmr.comidas4/video/7280698374452530437,Train,10-MUKBANG ASMR 🍗 #mukbang #mukbangeatingshow #asmr7280698374452530437.mp4,TRUE
"7,38E+18",2024-06-19T05:50:26.000Z,4094,415400,12700000,7696,#Appleman #sidewhite #spinning #pooltable #👏😃😃😃😃,https://www.tiktok.com/@applemanug/video/7382087655321865477,Train,11-#Appleman #sidewhite #spinning #pooltable #👏😃😃😃😃7382087655321865477.mp4,FALSE
"7,36E+18",2024-04-17T16:59:55.000Z,11100,2300000,12300000,105500,"This is what it sounds like when you weren't expecting your 6ft, 270lb cousin to smoke the competition in track in field. 🏃‍♂️💨   @Robert Mejia-Gambill @Gabe💫💫",https://www.tiktok.com/@priscillat312/video/7358881686093942059,Train,12-This is what it sounds like when you weren't exp7358881686093942059.mp4,FALSE
"7,40E+18",2024-07-30T18:03:05.000Z,371,327200,4600000,14200,This is your sign babe to join me! 🖇️in b10  #fitnessmotivation  #workoutwomenfitness #combomoveworkouts #combomovesmethod  #workoutsforwomen #workoutmotivation,https://www.tiktok.com/@dr.robinb/video/7397490942158048554,Train,13-This is your sign babe to join me! 🖇️in b10  #fi7397490942158048554.mp4,FALSE
"7,42E+18",2024-10-02T14:48:23.000Z,127,15200,294900,125,When the $500 ramen hot pot is too small… #food #eating #hotpot #noodles #cooking #rice #relatable #ramen #soup #dumplings #kimchi,https://www.tiktok.com/@kimnlizasmr/video/7421190212832726314,Train,14-When the $500 ramen hot pot is too small… #food 7421190212832726314.mp4,TRUE
7412410211803106592,2024-09-08T22:57:41.000Z,1017,498800,2100000,161900,Dont worry not that often (totally) #fyp #foryoupage #real #relatable #stefansalvatore #paulwesley #viral #makemefamous #tvdu #drunk #alcohol,https://www.tiktok.com/@salvatorextvdx0/video/7412410211803106592,Train,15-Dont worry not that often (totally) #fyp #foryou7412410211803106592.mp4,TRUE
"7,37E+18",2024-05-06T21:54:17.000Z,1709,580400,8000000,33700,Smoked Cream Cheese #SmokedCreamCheese #Delicious #EasyRecipes,https://www.tiktok.com/@richardeats/video/7366008256566775083,Train,16-Smoked Cream Cheese #SmokedCreamCheese #Deliciou7366008256566775083.mp4,TRUE
"7,40E+18",2024-08-11T09:01:32.000Z,303,291100,2200000,5321,I've seen the most progress since cutting back to 4x weight sessions per week - quality > quantity 👏🏼❤️‍🔥 @DFYNE #gym #workoutsplit #gymsplit,https://www.tiktok.com/@madimilne_/video/7401804423321668882,Train,17-I've seen the most progress since cutting back t7401804423321668882.mp4,FALSE
"7,21E+18",2023-03-25T23:30:12.000Z,21,2690,103900,72,숨겨왔던 나의 비포 에프터..🔥 #fyp #diet #다이어트 #비포에프터 #beforeandafter #dieter,https://www.tiktok.com/@m.fitch.ysh/video/7214630210128383233,Train,18-숨겨왔던 나의 비포 에프터..🔥 #fyp #diet #다이어트 #비포에프터 #befor7214630210128383233.mp4,FALSE
"7,30E+18",2023-11-20T19:45:33.000Z,7,2098,94100,141,"just focus on your goal , not in they  ............................................................................................................................................................................................................................................................... #fypシ゚ #fypシ゚viral #loveyou #tiktokbangladesh #CapCut #CapCut #fypシ #amedit #aligntmotion #eidmubarak #messi #trend #foryou #tiktok #heart #friends #trending #anime #foryoupage #free #freefire_lover #free_fire #bts #bts_official_bighit #women #woman",https://www.tiktok.com/@cybre_ghost/video/7303632796013071624,Train,"19-just focus on your goal , not in they  .........7303632796013071624.mp4",TRUE
7420802012083686688,2024-10-01T13:41:59.000Z,74,47400,205200,11100,‘it was a sleepover’ #relatable #trending #real #drunktok #drinktok #drinkingtok #alcoholic #drunkaf #alcohol #clubbing #goingout #blackoutdrunk #drinking #LifelsGood #life #howlifefeels #projectx #partying #teens #teenager #field #sleepover #mum,https://www.tiktok.com/@pxnzya/video/7420802012083686688,Train,20-‘it was a sleepover’ #relatable #trending #real 7420802012083686688.mp4,TRUE
"7,36E+18",2024-04-09T15:07:48.000Z,2112,1300000,13600000,26900,yt: Rosie Graham at home workouts on my channel 🏃‍♀️ #summer #summerbody #workout #workoutroutine #workoutmotivation,https://www.tiktok.com/@rosiegraham_/video/7355884204476894507,Train,21-yt： Rosie Graham at home workouts on my channel 7355884204476894507.mp4,FALSE
"7,36E+18",2024-04-09T17:58:12.000Z,23100,2500000,22400000,225200,"Eating @Raising Cane's today🥰 Guys, remember to get your toast buttered on both sides😎 Their crispy chicken fingers always hit!! #raisingcanes #caneschicken #canesmukbang #fypシ #fypシ゚viral #viralfood #asmr #notalking  #mukbang #asmrmukbang #crunchasmr #crunch #crunchy #eatingsounds #eatingshow #eat #eating #eatwithme #Foodie #Food #asmrsounds #asmrvideo #asmrtiktoks #asmrfood #asmr_tingles #satisfying #crispymukbang #fyp",https://www.tiktok.com/@janemukbangs/video/7355927725376310558,Train,"22-Eating @Raising Cane's today🥰 Guys, remember to 7355927725376310558.mp4",TRUE
7377438272051481888,2024-06-06T17:08:44.000Z,4734,452600,21900000,165100,¿Qué le pasa a tu cuerpo cuando bebes alcohol? #alcohol #aprendersobretiktok #curiosidades,https://www.tiktok.com/@invenlab/video/7377438272051481888,Train,23-¿Qué le pasa a tu cuerpo cuando bebes alcohol？ #7377438272051481888.mp4,FALSE
"7,40E+18",2024-08-07T07:47:48.000Z,4070,360700,2400000,200500,#drinktok #drunktok #drinkingtok #real #relatable #alcohol #alcoholic #drinkingpartners #bro #nightout #goingout,https://www.tiktok.com/@eybmk/video/7400301060503391521,Train,24-#drinktok #drunktok #drinkingtok #real #relatabl7400301060503391521.mp4,TRUE
"7,39E+18",2024-07-16T17:13:53.000Z,4292,719000,5600000,37700,like how??? gotta be mailmans daughter #ihateithere #fypp #sister #minnesota #leggings #workout,https://www.tiktok.com/@erin_meyers/video/7392283015608618271,Train,25-like how？？？ gotta be mailmans daughter #ihateith7392283015608618271.mp4,FALSE
7372644320035327264,2024-05-24T19:05:28.000Z,4411,546000,2200000,119000,#trending #relatable #real #drunktok #drinkingtok #alcoholic #alcohol #drinking #drunkaf #LifelsGood #howlifefeels #thatonefriend #noonetodrinkwith,https://www.tiktok.com/@pxnzya/video/7372644320035327264,Train,26-#trending #relatable #real #drunktok #drinkingto7372644320035327264.mp4,TRUE
"7,37E+18",2024-05-06T22:43:37.000Z,864,522900,3300000,22500,workout routine 💦💦😝😝 #grwm #fyp #longervideos #gym #workout,https://www.tiktok.com/@grwm.ivii/video/7366021006051331333,Train,27-workout routine 💦💦😝😝 #grwm #fyp #longervideos #g7366021006051331333.mp4,FALSE
"7,33E+18",2024-02-03T04:10:34.000Z,5724,526000,49600000,40500,#food #foryou #viralvideo,https://www.tiktok.com/@foodamily/video/7331222889741520160,Train,28-#food #foryou #viralvideo 7331222889741520160.mp4,FALSE
"7,41E+18",2024-09-07T15:36:52.000Z,248,138200,2700000,17100,unreal i will be making it again once i get a mortage to pay for the steaks lol #carnivorediet,https://www.tiktok.com/@kateelisabethh/video/7411925584336424224,Train,29-unreal i will be making it again once i get a mo7411925584336424224.mp4,FALSE
"6,96E+18",2021-04-27T06:46:45.000Z,1769,252500,1700000,5989,Best video motivation to stop smoking cigarettes,https://www.tiktok.com/@noanimation_official/video/6955725205406764294,Train,30-Best video motivation to stop smoking cigarettes6955725205406764294.mp4,FALSE
"7,40E+18",2024-08-08T03:32:54.000Z,348,82600,342800,16400,#peda #humor #alcohol,https://www.tiktok.com/@tannnnff/video/7400606460859796741,Train,31-#peda #humor #alcohol 7400606460859796741.mp4,TRUE
"7,31E+18",2023-12-20T09:08:20.000Z,79,40700,521700,4003,Sunsetz.#cas #sunset #cigarettesafter #song #lyrics #foryou,https://www.tiktok.com/@ahmd_nfs07/video/7314601160709590278,Train,32-Sunsetz.#cas #sunset #cigarettesafter #song #lyr7314601160709590278.mp4,FALSE
